username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
caradeanu;2016-03-30 14:53;0;3;"Cada frase que o Lee solta no #MasterChefBR eu tenho vontade de emoldurar.";;;#MasterChefBR;"715235456712065024";https://twitter.com/caradeanu/status/715235456712065024
Reenlsober;2016-03-30 14:49;0;0;"Conheça os participantes da nova temporada do #MasterChefBR (e quem vamos amar e odiar!) - http:// libe.vc/ryWOlc/ pic.twitter.com/kG9cHYLHJc";;;#MasterChefBR;"715234561165303808";https://twitter.com/Reenlsober/status/715234561165303808
_Marcelo_Is;2016-03-30 14:45;0;0;"@thazuk Seguindo ée claro... #TeamThaiana ... To contigo, por mim já é a #MasterChefBR";;@thazuk;#TeamThaiana #MasterChefBR;"715233473880014848";https://twitter.com/_Marcelo_Is/status/715233473880014848
Bandiva1;2016-03-30 14:44;0;0;"Eliminação de candidatos ONTEM(29) no #MasterChefBR da @BandTV ! #CafeComJornal [VÍDEO]➛ https://www. facebook.com/cafecomjornal/ videos/vb.751183228245876/1129492650414930/?type=2&theater …";;@BandTV;#MasterChefBR #CafeComJornal;"715233258863255552";https://twitter.com/Bandiva1/status/715233258863255552
facIubeband;2016-03-30 14:44;0;0;"Eliminação de candidatos ONTEM(29) no #MasterChefBR da @BandTV ! #CafeComJornal [VÍDEO]➛ https://www. facebook.com/cafecomjornal/ videos/vb.751183228245876/1129492650414930/?type=2&theater …";;@BandTV;#MasterChefBR #CafeComJornal;"715233258783510532";https://twitter.com/facIubeband/status/715233258783510532
doly3419;2016-03-30 14:43;0;0;"Follow plz @SuhilaBnLachhab https://www. instagram.com/souhilaofficia l/ … … … … https:// youtu.be/UpGVSPt3fQ8 #Maelbeek #MasterChefBR #USMNT #Espanistan";;@SuhilaBnLachhab;#Maelbeek #MasterChefBR #USMNT #Espanistan;"715232989219844097";https://twitter.com/doly3419/status/715232989219844097
Bandiva1;2016-03-30 14:41;0;0;"Veja quem foi aprovado p/ o #MasterChefBR de ONTEM(29) na @BandTV ! #CafeComJornal [VÍDEO]➛ https://www. facebook.com/cafecomjornal/ videos/vb.751183228245876/1129484603749068/?type=2&theater …";;@BandTV;#MasterChefBR #CafeComJornal;"715232575414018048";https://twitter.com/Bandiva1/status/715232575414018048
facIubeband;2016-03-30 14:41;0;0;"Veja quem foi aprovado p/ o #MasterChefBR de ONTEM(29) na @BandTV ! #CafeComJornal [VÍDEO]➛ https://www. facebook.com/cafecomjornal/ videos/vb.751183228245876/1129484603749068/?type=2&theater …";;@BandTV;#MasterChefBR #CafeComJornal;"715232575330119680";https://twitter.com/facIubeband/status/715232575330119680
kami_hamehah;2016-03-30 14:35;0;0;"preciso comprar meu cooktop por indução logo pq vai encarecer gravas ao #masterchefbr";;;#masterchefbr;"715230959063400448";https://twitter.com/kami_hamehah/status/715230959063400448
bandtriangulo;2016-03-30 14:26;0;0;"Equipe da cozinha mais famosa do Brasil completa! Daqui sai o novo #MasterchefBR ! Toda terça, na tela da BAND... http:// fb.me/4A7Q2zj93";;;#MasterchefBR;"715228687105298432";https://twitter.com/bandtriangulo/status/715228687105298432
jaimsribeiro;2016-03-30 14:23;0;1;"A frase da semana é de @PaolaCarosella "Não bota a culpa na vaca. A vaca é uma santa." #MasterChefBR";;@PaolaCarosella;#MasterChefBR;"715227993745002496";https://twitter.com/jaimsribeiro/status/715227993745002496
ETudoPOP;2016-03-30 14:08;0;0;"#VídeoShow #MasterChefBR @HugoGloss VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016/ … … via @ETudoPop";;@HugoGloss @ETudoPop;#V #MasterChefBR;"715224313612345346";https://twitter.com/ETudoPOP/status/715224313612345346
ETudoPOP;2016-03-30 14:07;0;0;"@nelsonrubenstv #MasterChefBR @HugoGloss VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016/ … … via @ETudoPop";;@nelsonrubenstv @HugoGloss @ETudoPop;#MasterChefBR;"715224051527127041";https://twitter.com/ETudoPOP/status/715224051527127041
vocesabendo;2016-03-30 14:07;0;1;"E o prêmio de ‘mozão’ do #MasterchefBR vai para… Leo Young! https:// twitter.com/i/moments/7151 80416857202688 …";;;#MasterchefBR;"715223920039890945";https://twitter.com/vocesabendo/status/715223920039890945
ETudoPOP;2016-03-30 14:07;0;0;"@BBBelissima #MasterChefBR @HugoGloss VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016/ … … via @ETudoPop";;@BBBelissima @HugoGloss @ETudoPop;#MasterChefBR;"715223904248274944";https://twitter.com/ETudoPOP/status/715223904248274944
MestreDjHugo;2016-03-30 14:06;0;0;"To assistindo #MasterChefBR agora";;;#MasterChefBR;"715223771301457920";https://twitter.com/MestreDjHugo/status/715223771301457920
ETudoPOP;2016-03-30 14:05;0;0;"#MasterChefBR @HugoGloss VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016/ … via @ETudoPop";;@HugoGloss @ETudoPop;#MasterChefBR;"715223505105604609";https://twitter.com/ETudoPOP/status/715223505105604609
littleguidi;2016-03-30 14:05;0;0;"Só q vendo o #MasterChefBR tô tão decepcionada. Não tem nenhuma necessidade as grosserias que os chefs fazem.";;;#MasterChefBR;"715223446389710848";https://twitter.com/littleguidi/status/715223446389710848
littleguidi;2016-03-30 14:04;0;0;"Eu nunca tinha visto o #MasterChefBR , até começar o #MasterChefJunior que eu amei.";;;#MasterChefBR #MasterChefJunior;"715223276209971201";https://twitter.com/littleguidi/status/715223276209971201
momentsbrasil;2016-03-30 13:57;3;4;"E o prêmio de ‘mozão’ do #MasterchefBR vai para… Leo Young! https:// twitter.com/i/moments/7151 80416857202688 …";;;#MasterchefBR;"715221543090057216";https://twitter.com/momentsbrasil/status/715221543090057216
vsn;2016-03-30 13:49;1;0;"que bom né, gente? terça que vem começa a parte boa do #MasterChefBR https:// twitter.com/alvaroleme/sta tus/715216012388483072 …";;;#MasterChefBR;"715219385586216961";https://twitter.com/vsn/status/715219385586216961
victorcoments_;2016-03-30 13:44;0;1;"Meus FAVs no #MasterChefBR Fernando Lee Bruna Luriana Gabriella Rumo à final";;;#MasterChefBR;"715218077609246720";https://twitter.com/victorcoments_/status/715218077609246720
interativa_tv;2016-03-30 13:42;0;2;"O #MasterChefBR marcou 5 pontos de média nesta terça (29/03) em São Paulo";;;#MasterChefBR;"715217635881955328";https://twitter.com/interativa_tv/status/715217635881955328
TodaTV;2016-03-30 13:39;1;6;"O #MasterChefBR marcou 5 pontos de média nesta terça (29/03) em São Paulo";;;#MasterChefBR;"715216795846750208";https://twitter.com/TodaTV/status/715216795846750208
uma_csi;2016-03-30 13:22;0;0;"Gente, sera que é muito vicio ficar revendo os episódios do #MasterChefBR ?";;;#MasterChefBR;"715212610300485632";https://twitter.com/uma_csi/status/715212610300485632
joseedivaldo;2016-03-30 13:20;0;0;"Ainda nao acompanho #MasterChefBR mais a partir da proxima terça acompanho essa disputa culinaria..que eu gosto muito de assistir";;;#MasterChefBR;"715212185740378117";https://twitter.com/joseedivaldo/status/715212185740378117
juliana_rogue;2016-03-30 13:20;0;0;"amei sua blusinha @PaolaCarosella destacou ! #masterchefbr";;@PaolaCarosella;#masterchefbr;"715212133202599936";https://twitter.com/juliana_rogue/status/715212133202599936
luiz7plays;2016-03-30 13:20;0;0;"Mesmo assim fiquei triste pela saída da Dona Maria. #MasterChefBR";;;#MasterChefBR;"715212038994309120";https://twitter.com/luiz7plays/status/715212038994309120
luiz7plays;2016-03-30 13:19;0;0;"Ontem eu não twittei sobre #MasterChefBR";;;#MasterChefBR;"715211931376828417";https://twitter.com/luiz7plays/status/715211931376828417
realityshowfa;2016-03-30 13:19;0;0;"Acho que essa temporada vai ser tão boa quanto às outras #MasterChefBR";;;#MasterChefBR;"715211927069278208";https://twitter.com/realityshowfa/status/715211927069278208
wagnervava1975;2016-03-30 13:17;0;0;"Ontem nem perdi meu tempo vendo esta seleção fiquei vendo #MasterChefBR seleção de gente fraca #ficaDunga @osdonosdabola";;@osdonosdabola;#MasterChefBR #ficaDunga;"715211320052690944";https://twitter.com/wagnervava1975/status/715211320052690944
enilsonfialho;2016-03-30 13:02;1;3;"Confesso que não gosto dele. Ontem ele foi deselegante com a colega eliminada! #MasterChefBR #ForaGuilherme pic.twitter.com/rNUyGjfprL";;;#MasterChefBR #ForaGuilherme;"715207537189105664";https://twitter.com/enilsonfialho/status/715207537189105664
Vivloira;2016-03-30 13:01;0;0;"@__Tih__ hahahaha não #MasterChefBr";;@__Tih__;#MasterChefBr;"715207223014735872";https://twitter.com/Vivloira/status/715207223014735872
ETudoPOP;2016-03-30 13:01;0;0;"@rairritante #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … … …";;@rairritante;#MasterchefBR;"715207213619548160";https://twitter.com/ETudoPOP/status/715207213619548160
jaairolopes;2016-03-30 12:58;0;0;"#MasterchefBR";;;#MasterchefBR;"715206695497109504";https://twitter.com/jaairolopes/status/715206695497109504
TeIevizona;2016-03-30 12:57;1;0;"Tudo o que você precisa saber sobre os 21 participantes do #MasterChefBR ! http:// goo.gl/iY80kl pic.twitter.com/IbKe42vfCD";;;#MasterChefBR;"715206435907493888";https://twitter.com/TeIevizona/status/715206435907493888
ETudoPOP;2016-03-30 12:57;0;0;"@julianolaham @katleendermato #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … … …";;@julianolaham @katleendermato;#MasterchefBR;"715206356479901701";https://twitter.com/ETudoPOP/status/715206356479901701
NadjwaAlgerinn1;2016-03-30 12:55;0;0;"Follow @SuhilaBnLachhab http:// instagram.com/souhilaofficial Listen https:// youtu.be/UpGVSPt3fQ8 #SouhilaBenLachhab #LoveWhatYouHave #MasterChefBR";;@SuhilaBnLachhab;#SouhilaBenLachhab #LoveWhatYouHave #MasterChefBR;"715205815486058497";https://twitter.com/NadjwaAlgerinn1/status/715205815486058497
OpsIvy;2016-03-30 12:54;0;2;"Se eu fosse jurada e a dona maria me pedisse pra continuar na competição eu parava tudo na hora e já dava o troféu do #MasterChefBR pra ela.";;;#MasterChefBR;"715205581049577472";https://twitter.com/OpsIvy/status/715205581049577472
ETudoPOP;2016-03-30 12:53;0;1;"#QuartaHumildeNoClubeSDV #TheusNoPaparazzo #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … … …";;;#QuartaHumildeNoClubeSDV #TheusNoPaparazzo #MasterchefBR;"715205346235707397";https://twitter.com/ETudoPOP/status/715205346235707397
G5Ocv;2016-03-30 12:52;0;0;"Seria mais legal com chefes brasileiros que conhecem nossa culinária #MasterChefBR";;;#MasterChefBR;"715205184322977794";https://twitter.com/G5Ocv/status/715205184322977794
marcspedroso;2016-03-30 12:52;0;0;"Ainda com palpitações nervosas do #masterchefBR de ontem";;;#masterchefBR;"715205082091024385";https://twitter.com/marcspedroso/status/715205082091024385
boo_cardoso;2016-03-30 12:51;0;0;"#masterchefbr Jurados vocês não precisam humilhar ninguém para transmitir aprendizado ok? É só um toque, adoro vocês <3";;;#masterchefbr;"715204890419707905";https://twitter.com/boo_cardoso/status/715204890419707905
Driih_nasc;2016-03-30 12:46;0;0;"Adoreii o Lee, simpatia em pessoa #MasterChefBR";;;#MasterChefBR;"715203554110214144";https://twitter.com/Driih_nasc/status/715203554110214144
MoreirahLuuh;2016-03-30 12:39;1;0;"Fiz um miojo com carne moída aqui que nossa...passava fácil na prova do #MasterChefBR de ontem !";Piracicaba, Brasil;;#MasterChefBR;"715201774789853188";https://twitter.com/MoreirahLuuh/status/715201774789853188
nandoaraujoo;2016-03-30 12:37;0;0;"#Band nesta Terça: #SilaPrisioneiraDoAmor 4 #FatMagul 4 #MasterChefBr 5";;;#Band #SilaPrisioneiraDoAmor #FatMagul #MasterChefBr;"715201258957717504";https://twitter.com/nandoaraujoo/status/715201258957717504
HomemBenigno;2016-03-30 12:34;1;6;"Como seria se o #MasterChefBR fosse filmado no Brasil? http:// homembenigno.com.br/2016/03/30/mas terchefbr-no-brasil/ … pic.twitter.com/xBHPyPV3xV";;;#MasterChefBR;"715200636279762944";https://twitter.com/HomemBenigno/status/715200636279762944
marceloindaniel;2016-03-30 12:34;1;5;"Como seria se o #MasterChefBR fosse filmado no Brasil? http:// homembenigno.com.br/2016/03/30/mas terchefbr-no-brasil/ … pic.twitter.com/p6gxZGIkgP";;;#MasterChefBR;"715200635235385346";https://twitter.com/marceloindaniel/status/715200635235385346
iggente;2016-03-30 12:30;0;4;"Conheça os participantes da nova temporada do #MasterChefBR ! → http:// bit.ly/231p8G4 pic.twitter.com/S2N0HR6vb4";;;#MasterChefBR;"715199512265023488";https://twitter.com/iggente/status/715199512265023488
carolfontaneti;2016-03-30 12:26;0;1;"Baixe um Urso! http:// tunnelbear.com Navegue na internet como se estivesse em outro país! -- só assim p poder ver #MasterChefBR";;;#MasterChefBR;"715198642500608001";https://twitter.com/carolfontaneti/status/715198642500608001
debzsoares;2016-03-30 12:22;0;0;"Gleice ficou. Graças a Deus. #MasterChefBR";;;#MasterChefBR;"715197511334543360";https://twitter.com/debzsoares/status/715197511334543360
Luizao_Band;2016-03-30 12:22;0;0;"#MasterChefBR foi até bem ontem , porque teve muita concorrência .";;;#MasterChefBR;"715197439045734403";https://twitter.com/Luizao_Band/status/715197439045734403
huffpostbrasil;2016-03-30 12:21;0;3;"Aqui estão os truques para o 'mise en place' perfeito #MasterChefBR http:// huff.to/1qgGCjO pic.twitter.com/uAym6rjc90";;;#MasterChefBR;"715197172229255168";https://twitter.com/huffpostbrasil/status/715197172229255168
SempreNa_Band;2016-03-30 12:19;2;3;"Vem conhecer os 21 participantes da nova temporada do @masterchefbr ! #MasterChefBR http:// bit.ly/1q0xhga pic.twitter.com/lFU0hA4AYQ";;@masterchefbr;#MasterChefBR;"715196687040561152";https://twitter.com/SempreNa_Band/status/715196687040561152
RCGuerrilla;2016-03-30 12:18;0;0;"@PaolaCarosella una fabada asturiana en #MasterChefBr seria buena prueba";;@PaolaCarosella;#MasterChefBr;"715196493590884352";https://twitter.com/RCGuerrilla/status/715196493590884352
srcupertino;2016-03-30 12:14;0;0;"#MasterChefBR consolidou 4.5 pontos de audiência ontem, em São Paulo. 0.2 a menos que na semana passada.";;;#MasterChefBR;"715195455949418497";https://twitter.com/srcupertino/status/715195455949418497
debzsoares;2016-03-30 12:12;0;1;"Mainha fica MUITO nervosa assistindo #MasterChefBR Hahahahaha ela pra mim e minha irmã: "vocês não inventem de competir em nada pq eu morro"";;;#MasterChefBR;"715194970609741824";https://twitter.com/debzsoares/status/715194970609741824
RCGuerrilla;2016-03-30 12:11;0;0;"Carne moída vira assunto principal no #Twitter #MasterChefBr http:// entretenimento.band.uol.com.br/masterchef/201 6/noticias/100000800012/carne-moida-vira-assunto-principal-no-twitter.html … via @portaldaband";;@portaldaband;#Twitter #MasterChefBr;"715194866498666497";https://twitter.com/RCGuerrilla/status/715194866498666497
ETudoPOP;2016-03-30 12:07;0;0;"@HugoGloss @Irma_Zuleide #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … … …";;@HugoGloss @Irma_Zuleide;#MasterchefBR;"715193694169726976";https://twitter.com/ETudoPOP/status/715193694169726976
vi_reality;2016-03-30 12:07;0;0;"Tem uma participante dessa edição do #MasterChefBr que me lembra a Elisa da primeira edição.. Não sei o nome, só sei que estou torcendo";;;#MasterChefBr;"715193639887114240";https://twitter.com/vi_reality/status/715193639887114240
RCGuerrilla;2016-03-30 12:06;0;0;"Estrangeiros e caretas tomam conta do #Twitter #MasterChefBR @masterchefbr http:// entretenimento.band.uol.com.br/masterchef/201 6/noticias/100000799167/estrangeiros-e-caretas-tomam-conta-do-twitter.html … via @portaldaband";;@masterchefbr @portaldaband;#Twitter #MasterChefBR;"715193555262812160";https://twitter.com/RCGuerrilla/status/715193555262812160
doniumc;2016-03-30 12:06;0;0;"Nunca mais assisto isso #MasterChefBR só aguento a linda Ana Paula Padrão. Os demais mandava pra aquele ligar juro https:// twitter.com/tvfoco/status/ 715192919079174144 …";;;#MasterChefBR;"715193395409461251";https://twitter.com/doniumc/status/715193395409461251
drykaloren;2016-03-30 12:04;0;2;"#MasterChefBR coração até capota nessas horas pic.twitter.com/LBZA4rt80R";;;#MasterChefBR;"715192971201683457";https://twitter.com/drykaloren/status/715192971201683457
ETudoPOP;2016-03-30 12:03;0;0;"#AnittaBDay #TheusNoPaparazzo #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … …";;;#AnittaBDay #TheusNoPaparazzo #MasterchefBR;"715192796492201984";https://twitter.com/ETudoPOP/status/715192796492201984
_MaaariLopes;2016-03-30 12:03;0;1;"@_kerotv achei os jurados muito mal educados essa edição.Eles não estão sendo profissionais,estão humilhando as pessoas. #Masterchefbr";;@_kerotv;#Masterchefbr;"715192676371587072";https://twitter.com/_MaaariLopes/status/715192676371587072
ETudoPOP;2016-03-30 12:02;0;0;"#QuartaHumildeNoClubeSDV #TheusNoPaparazzo #MasterchefBR VEJA O ENSAIO NU DE MODELO DO MASTERCHEF BR 2016 https:// ehtudopop.wordpress.com/2016/03/30/vej a-o-ensaio-nu-de-modelo-do-masterchef-br-2016 … … …";;;#QuartaHumildeNoClubeSDV #TheusNoPaparazzo #MasterchefBR;"715192512831430659";https://twitter.com/ETudoPOP/status/715192512831430659
iMatheusCosta;2016-03-30 12:00;0;0;"Aquele cara do #MasterChefBR é muito vermelho";;;#MasterChefBR;"715191862076784642";https://twitter.com/iMatheusCosta/status/715191862076784642
sielrodrigues;2016-03-30 11:57;0;0;"Pra entrar no #MasterChefBR tem que ter sangue no olho.";;;#MasterChefBR;"715191225553448961";https://twitter.com/sielrodrigues/status/715191225553448961
saleskarine;2016-03-30 11:46;0;3;"Eu amava o Fernando logo já amo o Pedro! #MasterChefBR";;;#MasterChefBR;"715188535146463233";https://twitter.com/saleskarine/status/715188535146463233
ely_dose;2016-03-30 11:45;0;0;"Ontem foi eletrisante @erickjacquin e @PaolaCarosella foram os jurados mais legal do master chef eu adoro o @masterchefbr #Masterchefbr";;@erickjacquin @PaolaCarosella @masterchefbr;#Masterchefbr;"715188249749295106";https://twitter.com/ely_dose/status/715188249749295106
saleskarine;2016-03-30 11:45;0;2;"Pedro é o novo Fernando dessa edição! Ri tanto da vaca magra! #MasterChefBR";;;#MasterChefBR;"715188115871285248";https://twitter.com/saleskarine/status/715188115871285248
_Ribhqah;2016-03-30 11:44;0;0;"A Maria não foi classificada? #MasterChefBR";;;#MasterChefBR;"715187854167699456";https://twitter.com/_Ribhqah/status/715187854167699456
claudinarosa;2016-03-30 11:40;0;1;"Salve! #impeachmentDilmajá #LulaNaCadeia #ApoiamosPF #somostodosmoro #VcComenta #blogdovilla #MasterChefBR #SaoPaulo https:// twitter.com/br45ilnocorrup t/status/715146669671780352 …";;;#impeachmentDilmaj #LulaNaCadeia #ApoiamosPF #somostodosmoro #VcComenta #blogdovilla #MasterChefBR #SaoPaulo;"715187035246616577";https://twitter.com/claudinarosa/status/715187035246616577
vocesabendo;2016-03-30 11:37;0;0;"RT masterchefbr: Não acompanhou o #MasterChefBR de ontem? Separamos os melhores tweets: https://www. twitter.com/i/moments/7150 33903367589889 … pic.twitter.com/EKcQKLVWIJ";;;#MasterChefBR;"715186259010916352";https://twitter.com/vocesabendo/status/715186259010916352
_Rosesemy;2016-03-30 11:36;0;0;"" @aeciodepapelao : Não gostei dessa participante #MasterChefBR pic.twitter.com/3prsvazkLi " até aqui, carniça!";;@aeciodepapelao;#MasterChefBR;"715186048528203776";https://twitter.com/_Rosesemy/status/715186048528203776
MChef_Fernando;2016-03-30 11:36;2;16;"Bom dia! #tortademaçã #crocante #masterchefbr #inspira #né ? #applepie #crunch #masterchef https://www. instagram.com/p/BDlKybttROQ/";;;#tortadema #crocante #masterchefbr #inspira #n #applepie #crunch #masterchef;"715185972779032576";https://twitter.com/MChef_Fernando/status/715185972779032576
QueirozLuka;2016-03-30 11:32;0;0;"Não conhecia esse programa #masterchefbr Eu vi ontem e achei sensacional!";Sao Paulo, Brazil;;#masterchefbr;"715184895950249989";https://twitter.com/QueirozLuka/status/715184895950249989
gazetadopovo;2016-03-30 11:30;8;18;"Paranaense Thaiana, natural de Guarapuava, disputa título de #MasterChefBR http:// bitly.com/1olXeFa pic.twitter.com/lFraKdo5tO";;;#MasterChefBR;"715184410048376832";https://twitter.com/gazetadopovo/status/715184410048376832
guizolinger;2016-03-30 11:30;0;1;"Tem uma conterrânea competindo no #MasterChefBR e ninguém me avisa?! Mostra pra eles como se faz, @thazuk !";;@thazuk;#MasterChefBR;"715184352456536065";https://twitter.com/guizolinger/status/715184352456536065
masterchefbr;2016-03-30 11:25;15;121;"Não acompanhou o #MasterChefBR de ontem? Separamos os melhores tweets: https://www. twitter.com/i/moments/7150 33903367589889 … pic.twitter.com/z1aCWIYFjx";;;#MasterChefBR;"715183076804923392";https://twitter.com/masterchefbr/status/715183076804923392
hugordin;2016-03-30 11:17;0;0;"Assistir #MasterChefBr deve ser bom depois do almoço, porque você tá de barriga cheia e não passa vontade.";;;#MasterChefBr;"715181092744069120";https://twitter.com/hugordin/status/715181092744069120
lariigarcez;2016-03-30 11:11;0;2;"O melhor programa sem dúvidas! #MasterChefBR";;;#MasterChefBR;"715179701564739584";https://twitter.com/lariigarcez/status/715179701564739584
modadenovela;2016-03-30 11:11;0;0;"regram @anapaulapadrao Hoje tem!!! #masterchefbr https://www. instagram.com/p/BDlH5vnrdip/";;@anapaulapadrao;#masterchefbr;"715179623273857025";https://twitter.com/modadenovela/status/715179623273857025
saleskarine;2016-03-30 11:10;0;0;"As provas muito dificeis! Eu iria ficar na separaçao de gema e clara pois meus omeletes de claras sempre viram de clara e gema #MasterChefBR";;;#MasterChefBR;"715179517522919430";https://twitter.com/saleskarine/status/715179517522919430
educadordaniel;2016-03-30 11:09;0;2;"o bom do ep de ontem de #MasterChefBR é que deixaram pro final pra apresentar o personagem que vamos detestar e torcer contra: Pedro";;;#MasterChefBR;"715179152526163970";https://twitter.com/educadordaniel/status/715179152526163970
DiegoQueiroz_;2016-03-30 11:07;0;0;"Ontem assistindo o #MasterChefBR falei pra minha mãe que fiquei com vontade de comer aqueles hamburguers caseiro";Arujá, Brasil;;#MasterChefBR;"715178682684465153";https://twitter.com/DiegoQueiroz_/status/715178682684465153
suzirosasep;2016-03-30 11:06;0;0;"Ainda bem q acabou de escolher . tao legal a parte da cozinha #masterchefbr";;;#masterchefbr;"715178289229402112";https://twitter.com/suzirosasep/status/715178289229402112
saleskarine;2016-03-30 11:04;0;0;"To de cara com a Engenheira Quimica a bicha tem muita técnica! Deve ter feito mtos cursos de gastronomia #MasterChefBR";;;#MasterChefBR;"715177836068397056";https://twitter.com/saleskarine/status/715177836068397056
lukediller;2016-03-30 11:03;0;0;"Eu já tenho até minha torcida no #MasterChefBR";;;#MasterChefBR;"715177638562766853";https://twitter.com/lukediller/status/715177638562766853
nathaliabriones;2016-03-30 11:01;0;0;"E eu não pude assistir #MasterChefBR ontem de novo, e só tem postagens deles aqui. Socorro, não quero spoiler!";;;#MasterChefBR;"715177102434299906";https://twitter.com/nathaliabriones/status/715177102434299906
masterchefbr;2016-03-30 11:01;23;156;"O @Henrique_Fogaca dá um recado para quem quer ser um #MasterChefBR . pic.twitter.com/ITeSn3Cpq8";;@Henrique_Fogaca;#MasterChefBR;"715177044330553344";https://twitter.com/masterchefbr/status/715177044330553344
saleskarine;2016-03-30 10:59;0;0;"Meu coração na mão pra saber se o PM do RJ passou! #MasterChefBR";;;#MasterChefBR;"715176751022911488";https://twitter.com/saleskarine/status/715176751022911488
debzsoares;2016-03-30 10:58;0;0;""Eu gosto de ketchup" "O Brasil sabe" HAHAHAHAHHAHAHAHA To finalmente assistindo #MasterChefBR";;;#MasterChefBR;"715176400211324933";https://twitter.com/debzsoares/status/715176400211324933
JuKonieczna;2016-03-30 10:54;0;0;"Esse negócio de ficar assistindo #masterchefbr me da um sono (mais do que eu tenho) no dia seguinte.";;;#masterchefbr;"715175347239698432";https://twitter.com/JuKonieczna/status/715175347239698432
MarcelloReis9;2016-03-30 10:52;0;3;"#MasterChefBR Ano q vem vou me inscrever, se eu não for lá pra cozinhar pelo menos eu choro em rede nacional.";;;#MasterChefBR;"715174889368453120";https://twitter.com/MarcelloReis9/status/715174889368453120
MarcelloReis9;2016-03-30 10:51;0;0;"#MasterChefBR";;;#MasterChefBR;"715174552523948034";https://twitter.com/MarcelloReis9/status/715174552523948034
kleber_jackson;2016-03-30 10:41;0;1;"O resultado de assistir #MasterChefBR ontem, é o sono de hoje";;;#MasterChefBR;"715171973551300609";https://twitter.com/kleber_jackson/status/715171973551300609
suzirosasep;2016-03-30 10:29;0;0;"Gente eu amo o Lee quero q ele nunca saia. Torço pra ele por enquanto #masterchefbr";;;#masterchefbr;"715169018592813056";https://twitter.com/suzirosasep/status/715169018592813056
huffpostbrasil;2016-03-30 10:22;2;4;"6 lições do episódio desta semana do #MasterChefBR que você deve levar para a vida http:// huff.to/21SHE0X pic.twitter.com/8k3Qfxsfkp";;;#MasterChefBR;"715167208486387712";https://twitter.com/huffpostbrasil/status/715167208486387712
suzirosasep;2016-03-30 10:21;0;0;"Meu sonho é comer vieira #masterchefbr";;;#masterchefbr;"715167089636597761";https://twitter.com/suzirosasep/status/715167089636597761
novosomsalvador;2016-03-30 10:20;0;0;"Aliás, @BandTV , viu o #MasterChefBR ontem? Bastante conteúdo, episódio bem fluido, sem forçar a barra com o twitter nem encher de sub celeb.";;@BandTV;#MasterChefBR;"715166709284519936";https://twitter.com/novosomsalvador/status/715166709284519936
VivianeMaris;2016-03-30 10:14;1;0;"Coisa difícil é assistir o @masterchefbr de manhã, segurando pra ñ xeretar no bloco final, isso é força de vontade #masterchefBR";;@masterchefbr;#masterchefBR;"715165241793978368";https://twitter.com/VivianeMaris/status/715165241793978368
suzirosasep;2016-03-30 10:13;0;0;"Agora a outra prova eu concordo pq tem q aprender de qualquer jeito pra continuar #masterchefbr";;;#masterchefbr;"715165153495482368";https://twitter.com/suzirosasep/status/715165153495482368
lpquadros;2016-03-30 10:12;1;0;"ficar vendo #MasterChefBR e não conseguir sair cedo da cama.";;;#MasterChefBR;"715164692549861377";https://twitter.com/lpquadros/status/715164692549861377
Thierri_P;2016-03-30 10:10;2;3;"O #MasterChefBR tinha que ser patrocinado pelo Red Bull. Só com energético pra sobreviver na quarta";;;#MasterChefBR;"715164321916010496";https://twitter.com/Thierri_P/status/715164321916010496
